	"10B-917"	"10W-118"	"10W-119"	"10W-917"	"10W-918"	"11B-118"	"11B-119"	"11B-917"	"11B-918"	"11W-118"	"11W-119"	"11W-917"	"11W-918"	"12B-118"	"12B-119"	"12B-618"	"12B-917"	"12B-918"	"12W-118"	"12W-119"	"12W-618"	"12W-917"	"12W-918"	"13W-118"	"13W-119"	"13W-917"	"13W-918"	"14B-118"	"14B-119"	"14B-618"	"14B-917"	"14B-918"	"14W-118"	"14W-119"	"14W-618"	"14W-917"	"14W-918"	"16W-118"	"16W-119"	"16W-917"	"16W-918"	"5B-118"	"5B-119"	"5B-917"	"5B-918"	"5W-118"	"5W-119"	"5W-917"	"5W-918"	"6B-118"	"6B-119"	"6B-917"	"6B-918"	"6W-118"	"6W-119"	"6W-917"	"6W-918"	"8W-118"	"8W-119"	"8W-917"	"8W-918"	"9B-118"	"9B-119"	"9B-917"	"9B-918"	"9W-118"	"9W-119"	"9W-917"	"9W-918"
"8722e9b23d8f09051896e8cf0eef3310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	142	37	0	0	0	0	0	0	0	0
"d46096453c1cf2db46abf312a034a8f3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	37	0	0	0	0	0	0	0	0	0	0
"906c7531b9818feb584658386b032a14"	0	37	0	0	0	0	0	0	0	49	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	30	0	0	0	0	98	0	30	0	0	0	0	0	0	0	0	0	0	0	100	0
"0d13af7adeb5ea520cea91e52773a5ea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"982198bf1b07bdc96cfed8a22e339a8e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	14	1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b3c9903204dcadb47e90ba976f6da7a3"	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f968ea320e9eac1a25da8de6b27ba4ad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	25	59	24
"ea90e0581585320df27e5290ba92db23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	76	0	0	0	0	0	0	0	0	0
"3e3637f299c9ddb5224f9c2794e5c316"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
"a326a9dd6c78c2f2c2f1886cd6cc2d3a"	0	7	29	0	51	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7dbda6ff88ad3faed0eb08a6e48387f4"	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"670c1c75f69bffc65c005682220dbd00"	0	358	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	10	0	0	0	0	0	0	0	435	0	0	0	0	195	0	0	0	226	0	209	0
"5b64bcf1e678a21560ec43fc416c4e94"	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
"f7da4fb95db91f30117854d94e568465"	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	33	0
"6910e1dddfc8a19124ab0d1635af7a71"	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17593aabd4ea9e4e1917e3c94b271814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	83	0	0	0	0	0	0	0	0	0
"41e2c477feac583ef6e1ed9df4977b3e"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0	0	0
"140bcd43b9df9e91704aba3a09c8924e"	58	0	0	0	0	0	0	0	8	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	379	0	0
"e47cd2ee971bcce41a572c54e59339ee"	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
"1b2bd0817af6b810fb5b90c187fc734d"	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"acf965b103f603dbc793a3d8cbb60816"	0	0	0	0	0	62	0	61	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fd58f6e329dcce9a51e4e2ee7aa6b11c"	0	0	0	0	0	0	65	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"78ded7caab97844d45646c062eb69ee0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	40	0	0	0	0	0	0	0	0
"a406b9a84442b6e05d5af82adef7e548"	0	22	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bad4f0ede70351eb881448e5dcc86dbe"	82	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8f1b1e0d515e8c4d0cdd078c2185cda9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fa3b371e9976eb6ea9977028e216579f"	0	0	0	0	0	0	7	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14cc18005827c2b8897bafeed50c4e1c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	49	0
"bfad3c045ecf1af0e1ec978ad4f6a3ae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
"71ac633ce650ea3285fda41e27cc7e4e"	0	0	22	5	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	24	0	0	21	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	22	0
"7ae478994ca3505e7f5a511e29a05fba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e170012ecd882ba14abd2febfb9bf75e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ca75c336dd44b63b08d23508c2ef1ef3"	0	0	0	0	0	0	0	54	0	0	6	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"96b63a43411c14ac201dc7a5ee0fca2b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
"96c12dc6af888714e0bbe00e45c88ba3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"83382bb9e5348f3818d4aad056c7be9e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	233	0	0	0	0	0	0	0	0	0	0
"ba9b967bcbdcf34351461f17fefdb13f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	26	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5d238ebf9d98a40c8574c0a4678a3504"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	9	0	0
"7b5066737580761765bd83a4e5a10d03"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e4919b93d9abbfd3d127b5e1182cab72"	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	348	0	0	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	500	422	172	0	0	0	0	0	0	0	0	0
"f5cc70e2a07df786e884e3bc79d3c64f"	0	0	0	0	0	0	0	0	0	624	48	30	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	131	111	0	0	0	0	0	0	0	0	0	0	0	0
"f7597c093c0e9f3049126df7042bf741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	77	0	0	0	28	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7cfc0c1e11df83a93e15d891990bef7a"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"3e6c6485f7b3d69ab50ef29fca8bd344"	0	0	0	0	0	0	7	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
"3605ec34bb81035e3b52f291f9bd51d1"	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"80e934945c5a99e77f531dc46833a187"	0	0	0	0	0	0	0	0	0	0	0	9	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	79	0	0	0	0	0	0
"54dc334bfa9e2e202f7a3e697a7bd9f8"	0	0	0	0	0	0	0	0	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	720	0	14	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0
"86be87710bd6586811abb36d9433ead1"	0	0	0	0	0	0	0	0	0	157	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
"6d2126b8fd6b86fd0ef05d7f1ed5ecce"	0	0	0	0	0	0	0	0	0	0	0	108	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	122	0	0	0	0	0	0	0	0	0	0	0	0
"0806f8f7a2d90904fb5cc2f66d387674"	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55c48fc529f1663ffff308ba9a44fc90"	31	0	0	0	0	0	73	61	197	3	0	3	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	590	98	53	40	0	0	0	0	22	89	0	5	0	0	0	0	0	0	7	0
"e641acb7e1e010f6aca09b962a37013b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	860	0	0	0	0	0	0	0	0
"518b52ed7a9afab8b5be5766b234933b"	0	0	0	30	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
"fe432d506824805576f9ed150788c50d"	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
"1a4a6d8f500216ed0468385994427f54"	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0
"dca96166f14b253875d0b4084db594d4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	40	16	0	0	0	0	0	0	0	0
"a31186880781c1c06acc48800a5c9c45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0
"0a11cb0fa4257ebd4de32cac5797eb3e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"632d28c3fda7782723bc98de2420f112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	3	863	42	0	129	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"94c91e7c3be6aaab01a7d2c414210438"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	106	31	30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61b084b01e36bfefff2bfacc193c7a7b"	0	0	0	0	0	0	0	0	0	11	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	16	6	16	12	47	0	0	0	9	17	0	24	15	0	30	87	0	0	0	0	0	0	36	0
"e20d43f8e96b1e0c562b52525255ef89"	0	0	113	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	102	0	0	0	0	0	0	0	0	0	0	0	167	0	0
"b6c488fd57ac51ec08caa3d463327a48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	166	0	0	0	0	0	0	0	0
"5cf2e5d57c9b5be670636ad2a1d642fc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
"820309b6b432e4139f500f7c54870296"	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d4cd20aa1299202bc3f2d979464b900c"	0	31	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	466	44	6
"11fcc57aae9dac17d6f4d7588ce6c872"	0	0	0	0	0	0	3	10	0	0	0	0	3	0	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
"904524037764f596933707656be722d2"	0	0	0	0	0	0	0	0	0	61	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	127	16	5	15	0	0	0	0	2	0	0	0	3	141	17	0
"21077a0e82c2f664dd4f7494ea2a7b55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cf6cc6e2370c67b326856eb88a45bbd9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5b9c5a8b719b7256edfeabd51c685291"	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
"8b1148b80862c7fb70d4529fc56f8571"	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
"a5fd1ea225958d7e02a4c67039df30aa"	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4422fe58036aaadfed6d950a92d55156"	0	0	0	0	0	0	20	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	28	0	0	0	17	27	0	9	0	0	0	0	0	10	0	0	0	0	0	17	13	0	0	0	53	59	0
"8dc115b1b4552c8cd9e6748a5b92c51e"	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"81cc75cfef32cc07aea8f7afe3733563"	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
"d64562aecea5b1d06be7033201d09921"	47	500	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	47	0	172	45	0	0	0	0	265	74	0	0	29	90	1451	47
"434271519a2faf13a8670fa241bf1ba4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
"4f02be7875720788445deea1a5583669"	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
"707a7f406f26874eed0c9cc6adb6cb33"	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
"a661133287d81ca0c841be41c992081f"	0	0	0	0	0	0	0	0	0	0	0	0	0	27	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c0b6f17d91f9de0cb726cb09f726fed2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8387cda2359c47fa04162d1937e293e1"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	28	0	0	0	0	16	0	0	0	0	0	0	157	0
